"序号","名称","地址","电话","标签","百度链接","图片数量","营业时间","总体评分","签到数"
126,"嘉沐堂茶楼","梨园南街326号","(010)81594688","美食;茶座","http://api.map.baidu.com/place/detail?uid=101bc61b415596bac52ba1a8&output=html&source=placeapi_v2","67","","4.5",""
127,"吴裕泰茶庄北洼路店","北京市海淀区北洼路甲三号正豪大厦A座101号","010-88415364","购物;商铺","http://api.map.baidu.com/place/detail?uid=24d05508607a55b613882481&output=html&source=placeapi_v2","3","","4",""
128,"吴裕泰茶庄","朝阳区甜水园东街10号院4-2号(金台路口北)","(010)65002663","购物;商铺","http://api.map.baidu.com/place/detail?uid=6fddd7fd726468663517dc01&output=html&source=placeapi_v2","23","","3",""
129,"吴裕泰茶庄乔庄店","北京市通州区乔庄北街248号","010-81547296","购物;商铺","http://api.map.baidu.com/place/detail?uid=637df60a7bdb676b41afe686&output=html&source=placeapi_v2","3","","",""
130,"吴裕泰茶庄","北京市东城区光明路4号","010-67134292","购物;商铺","http://api.map.baidu.com/place/detail?uid=b292b3aa7b5ebc56bf48429d&output=html&source=placeapi_v2","16","","4",""
131,"未茗轩(未茗轩茶庄)","后沙峪安富路双裕小区北门西侧(近火沙路京密路国门一号)","(010)80491220,13699232765","美食;茶座","http://api.map.baidu.com/place/detail?uid=bb6a8827c3d754a6260bd047&output=html&source=placeapi_v2","46","","5",""
132,"张一元茶庄(双桥分店)","朝阳区双桥路双惠苑甲3号8门","(010)65704948","购物;商铺","http://api.map.baidu.com/place/detail?uid=0ce65c2dfb258d402c473380&output=html&source=placeapi_v2","6","","2.7",""
133,"正山堂茶庄","北京市海淀区厂洼路1号一层-5","(010)88411633","美食;茶座","http://api.map.baidu.com/place/detail?uid=1538347e958a11465d17c307&output=html&source=placeapi_v2","7","","",""
134,"张一元茶庄(西罗园店)","丰台区西罗园一区15号","(010)87200898","购物;商铺","http://api.map.baidu.com/place/detail?uid=78bd50f7ce7fb92530870aa6&output=html&source=placeapi_v2","3","","",""
135,"吴裕泰(大屯茶庄店)","小营北路29号院1-6号","(010)64897523","购物;商铺","http://api.map.baidu.com/place/detail?uid=8d96925c0039e15cc0f1cf86&output=html&source=placeapi_v2","9","","5",""
136,"山东日照碧波茶庄","和平里西青年沟6号楼101号底商","","购物;商铺","http://api.map.baidu.com/place/detail?uid=22f25fa1f0b957254c6d46aa&output=html&source=placeapi_v2","1","","",""
137,"菩香阁茶楼","芍药居北里小区320-14号","(010)84619073","美食;茶座","http://api.map.baidu.com/place/detail?uid=e98b43ea0eba42f303ec01d7&output=html&source=placeapi_v2","15","","",""
138,"吴裕泰茶庄","东三环中路10号","(010)65681503","购物;商铺","http://api.map.baidu.com/place/detail?uid=6623e184a87e7d0807fef58a&output=html&source=placeapi_v2","4","","2",""
139,"香润雅舍茶楼","西大望路珠江帝景底商E2-112(大郊亭中间小环岛往东100米路南底商)","(010)58633000","购物;商铺","http://api.map.baidu.com/place/detail?uid=66c7e716de49f0c8c61e516a&output=html&source=placeapi_v2","160","","4.9",""
140,"吴裕泰茶庄（安德路店）","北京市东城区西营房胡同9号院4-8","(010)84125329","购物;商铺","http://api.map.baidu.com/place/detail?uid=50fb64fffefb6a44e8f8539d&output=html&source=placeapi_v2","23","","4.8",""
141,"张一元茶庄(景泰店)","景泰东里1号楼1楼东6号(普京医院东侧路南北京珐琅厂对面)","(010)87673518","购物;商铺","http://api.map.baidu.com/place/detail?uid=d6c5d9916e18f8f131169bee&output=html&source=placeapi_v2","16","","4.3",""
142,"吴裕泰茶庄(东单店)","北京市东城区东单北大街78号","010-65129722","美食;茶座","http://api.map.baidu.com/place/detail?uid=d6ee8724daa0a6f9a9f0cd86&output=html&source=placeapi_v2","5","","3",""
143,"静心园茶楼","朝阳路兴隆家园1号楼底商","(010)85778599,(010)85760299","美食;茶座","http://api.map.baidu.com/place/detail?uid=25ec69fc2b17c67ec26c14d5&output=html&source=placeapi_v2","7","","",""
144,"吴裕泰茶庄","花园北路甲12号吉祥天地商业中心1楼","(010)62362054","购物;商铺","http://api.map.baidu.com/place/detail?uid=6ed3083ae7cf0bc92a3a9faa&output=html&source=placeapi_v2","6","","4",""
145,"水云茗园茶楼","姚家园路六里屯北里18号楼104室","(010)65069735","美食;茶座","http://api.map.baidu.com/place/detail?uid=435d7aea8be1dc2c5bbbbca6&output=html&source=placeapi_v2","7","","5",""
146,"吴裕泰茶莊","青年沟路2-1","010-64240497","购物;商铺","http://api.map.baidu.com/place/detail?uid=5ce2637d993c2148af31e586&output=html&source=placeapi_v2","14","","3.8",""
147,"怡清泉茶楼","西城区德胜门外大街2-1(马甸桥东南角)","(010)82076012","美食;茶座","http://api.map.baidu.com/place/detail?uid=08fc93dfcdabec889b68b450&output=html&source=placeapi_v2","17","","4.3",""
148,"文山春茶庄(裕龙二街)","裕龙二区7-8号(近裕龙二街)","","购物;商铺","http://api.map.baidu.com/place/detail?uid=02a6838e9b919e812d473389&output=html&source=placeapi_v2","4","","",""
149,"吴裕泰茶庄","东坝中路12号","(010)65479597","购物;商铺","http://api.map.baidu.com/place/detail?uid=7bc24d1ccfeee4c717c9059b&output=html&source=placeapi_v2","4","","5",""
150,"香茗源茶楼","平安里西大街14号(航天金融大厦)","(010)66137613","美食;茶座","http://api.map.baidu.com/place/detail?uid=3da907f37cddf94ab320a850&output=html&source=placeapi_v2","37","","3.9",""
151,"吴裕泰茶庄","北京市朝阳区东四北大街533号","(010)64045458","购物;商铺","http://api.map.baidu.com/place/detail?uid=251374c940afce26a01de9a4&output=html&source=placeapi_v2","50","","3.7",""
152,"吴裕泰茶莊","北京市海淀区上地南路14号院一层底商","(010)62984468","购物;商铺","http://api.map.baidu.com/place/detail?uid=a305ea4a74b0d84754bfff5d&output=html&source=placeapi_v2","8","","4.5",""
153,"吴裕泰茶莊","东城区崇文门西大街3-2号(近中国银行)","010-65160880","购物;商铺","http://api.map.baidu.com/place/detail?uid=550fd5f96f389360921fc986&output=html&source=placeapi_v2","21","","4.7",""
154,"水中天茗源山房茶楼","北京市海淀区西钓鱼台嘉园6号楼底商","(010)68404292","美食;茶座","http://api.map.baidu.com/place/detail?uid=cf3ead5dbb1a651a8bdb7399&output=html&source=placeapi_v2","21","","4.8",""
155,"张一元茶庄(城乡仓储店)","北京市海淀区苏州街63-3号","010-57019880,15727328208","购物;商铺","http://api.map.baidu.com/place/detail?uid=f9befb5823ecaaa7f7b916b6&output=html&source=placeapi_v2","7","","5",""
156,"吳裕泰茶莊","北京市海淀区清河毛纺路38号","010-82712004","购物;商铺","http://api.map.baidu.com/place/detail?uid=fa835ce2134bc2afe912e486&output=html&source=placeapi_v2","14","","3.2",""
157,"聚朋湾茶楼","北京市海淀区知春路17号，北航南门","(010)82332466","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=844a750e250f00a06268584d&output=html&source=placeapi_v2","14","","3.1",""
158,"清香林茶楼","翠微路20号","(010)68274954","美食;茶座","http://api.map.baidu.com/place/detail?uid=3ec29bb42ee2621430169b3f&output=html&source=placeapi_v2","6","","",""
159,"广林阁茶楼","东城区和平里青年沟路东口(煤炭大厦西)","(010)84290588","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=b7021bf81a79c0e3f4e73b5c&output=html&source=placeapi_v2","13","","4.1",""
160,"庆林春茶庄(前门大街)","北京市东城区前门大街43号","010-63011908","购物;商铺","http://api.map.baidu.com/place/detail?uid=2e00c5dddaf80a05d7851fc8&output=html&source=placeapi_v2","40","","4.6",""
161,"张一元茶庄(西便门店)","西城区广安门北滨河路2-3号(近西便门)","(010)83117651","购物;商铺","http://api.map.baidu.com/place/detail?uid=130f48c79bca5f0357bfffa3&output=html&source=placeapi_v2","5","","3.3",""
162,"天福茶莊","增光路37号楼中海馥园底商","(010)88585119","购物;商铺","http://api.map.baidu.com/place/detail?uid=d6ee8724ca73d6f9a8f0cdd7&output=html&source=placeapi_v2","8","","3.4",""
163,"茗都茶庄","北京海淀区阜成路乙57号近空军总医院","(010)68429188","美食;茶座","http://api.map.baidu.com/place/detail?uid=dffd4642622a41ab3c9a5e5b&output=html&source=placeapi_v2","14","","3.7",""
164,"三正五始茶楼","丹棱街18号创富大厦103号","(010)51721289","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=9fbfeef242de7d5cede4a5c6&output=html&source=placeapi_v2","31","","4.3",""
165,"张一元茶庄 康营店","康营家园C区9号楼底商(近物美超市)","(010)57479547","购物;商铺","http://api.map.baidu.com/place/detail?uid=a55865992fe7cd9f6268589a&output=html&source=placeapi_v2","2","","4.7",""
166,"吴裕泰茶庄","北京市顺义区裕龙花园一区9号楼1单元102","010-69424826","购物;商铺","http://api.map.baidu.com/place/detail?uid=4ce10ce6b66a46dc441a3254&output=html&source=placeapi_v2","4","","",""
167,"张一元茶庄(西门分店)","通州区新华西街111号（世纪联华向西150米）","(010)69549836","购物;商铺","http://api.map.baidu.com/place/detail?uid=79cceb36852438901f580090&output=html&source=placeapi_v2","6","","3.4",""
168,"吳裕泰茶莊","北太平庄桥西南北京电影洗印厂综合楼","(010)82081188","购物;商铺","http://api.map.baidu.com/place/detail?uid=7fd7231114ba40865cbe8613&output=html&source=placeapi_v2","15","","4.5",""
169,"吴裕泰茶庄园景店","云景里东路12-5号","(010)81521236","购物;商铺","http://api.map.baidu.com/place/detail?uid=25ec69fcf69ea564c36c14bb&output=html&source=placeapi_v2","1","","",""
170,"吴裕泰茶莊","北京市海淀区学院南路19号","010-62265062","购物;商铺","http://api.map.baidu.com/place/detail?uid=34f68ab0a7f2a2138e55ec86&output=html&source=placeapi_v2","8","","",""
171,"吴裕泰茶庄机场天竺店","天竺镇小天竺路1号院1号楼底商1号","(010)64580168","购物;商铺","http://api.map.baidu.com/place/detail?uid=2848ffd695198b0f49cc4a8a&output=html&source=placeapi_v2","14","","5",""
172,"吴裕泰茶莊","永定门外洋桥12号","(010)87509506","购物;商铺","http://api.map.baidu.com/place/detail?uid=9f97b1c59005c21fb64f54ce&output=html&source=placeapi_v2","16","","",""
173,"吴裕泰茶庄","北京市朝阳区定福庄西街南口内蒙古饭店东配楼","010-65779962","购物;商铺","http://api.map.baidu.com/place/detail?uid=373cf757ac0868774354d7d6&output=html&source=placeapi_v2","7","","4",""
174,"北京意缘茶庄","南鲍路附近","(010)81922384","美食;茶座","http://api.map.baidu.com/place/detail?uid=1ef83a5b63c0106ae8e582e9&output=html&source=placeapi_v2","1","","",""
175,"张一元茶庄(小西天分店)","文慧园路志强北园23号楼","(010)62246635","购物;商铺","http://api.map.baidu.com/place/detail?uid=b9e5d0b8a407c9a580a12e80&output=html&source=placeapi_v2","9","","3.8",""
176,"张一元茶庄（静安庄店）","朝阳区静安里静安市场一层","(010)64667921","休闲娱乐","http://api.map.baidu.com/place/detail?uid=1bf85b25db644cbda0a9349a&output=html&source=placeapi_v2","1","","3.8",""
177,"吟润茶庄","北京马连道茶缘茶城西广场6号A","(010)51809319,13811708520","购物;商铺","http://api.map.baidu.com/place/detail?uid=1ec44f0e58f13b8f8bdb7302&output=html&source=placeapi_v2","2","","",""
178,"吴裕泰茶庄","北京市通州区新华东街38号","(010)69532279","购物;商铺","http://api.map.baidu.com/place/detail?uid=fd13a3f28f4c7f87b1077d39&output=html&source=placeapi_v2","16","","",""
179,"吴裕泰茶莊","东花市大街19号","(010)67192037","购物;商铺","http://api.map.baidu.com/place/detail?uid=c0f0daa34d4d0cfd90114ca4&output=html&source=placeapi_v2","15","","",""
180,"张一元茶庄","青春路26号北京市怀柔区审计局旁(近怀柔百货大楼)","(010)69621168","购物;商铺","http://api.map.baidu.com/place/detail?uid=a1418eb4f9ed0766eae582ac&output=html&source=placeapi_v2","7","","4.5",""
181,"吴裕泰茶莊","北京市丰台区南三环中路17号","010-67696031","购物;商铺","http://api.map.baidu.com/place/detail?uid=6fddd7fd42e518663417dc86&output=html&source=placeapi_v2","7","","3.3",""
182,"吴裕泰茶庄","北京市朝阳区西大望路3号蓝堡大厦底商","(010)85999190","购物;商铺","http://api.map.baidu.com/place/detail?uid=87248d96c46a61aa2906ce86&output=html&source=placeapi_v2","9","","5",""
183,"锦裕泓祥茶庄","西翠路五棵松北路，紫金长安小区东南门西50","(010)58987199","美食;茶座","http://api.map.baidu.com/place/detail?uid=e75bca969b3562d79e95defd&output=html&source=placeapi_v2","29","","4.5",""
184,"吴裕泰茶庄(永泰店)","北京市海淀区清河永泰西里2号楼底商5门","010-62998183","购物;商铺","http://api.map.baidu.com/place/detail?uid=a7c56ee02c2f4eaaa2acc4e9&output=html&source=placeapi_v2","7","","4.6",""
185,"张一元茶庄回龙观龙润分店","回龙观西大街118号龙冠置业大厦1楼(永辉超市与大中电器之间)","(010)59812686","购物;商铺","http://api.map.baidu.com/place/detail?uid=96b672aa45c33d6cce04ef28&output=html&source=placeapi_v2","13","","3.9",""
186,"张一元茶庄","朝阳区大柳树路紫南家园108号商业楼1楼B段南侧","(010)87351658","购物;商铺","http://api.map.baidu.com/place/detail?uid=593850fbac227d44df1e52de&output=html&source=placeapi_v2","10","","4.5",""
187,"吴裕泰茶庄润城店","北京市朝阳区北苑家园润城花园福客隆超市东侧一层","010-84963337","购物;商铺","http://api.map.baidu.com/place/detail?uid=593850fb224cf35cdf1e522c&output=html&source=placeapi_v2","16","","",""
188,"北京市江南轩茶楼","北京丰台区马家堡东路71号院内2楼近北京京剧院","(010)67568988","美食;茶座","http://api.map.baidu.com/place/detail?uid=d52831f9bd5af2be2ffaa7bb&output=html&source=placeapi_v2","4","","3",""
189,"吴裕泰茶莊","北京市朝阳区垡头北里3号楼","(010)67360762","购物;商铺","http://api.map.baidu.com/place/detail?uid=beabdbf48fd8b3817169d386&output=html&source=placeapi_v2","6","","5",""
190,"吴裕泰茶庄","西三旗建材城西一里12号楼底商","(010)82916078","购物;商铺","http://api.map.baidu.com/place/detail?uid=e56bf5e3f69d8b5d0682c285&output=html&source=placeapi_v2","1","","",""
191,"张一元茶庄天竺分店","首都机场南平街甲1号(京林大厦对面)","(010)64567752","购物;商铺","http://api.map.baidu.com/place/detail?uid=66c1cba67948aad60aa8d485&output=html&source=placeapi_v2","5","","1",""
192,"露雨茗苑茶庄","北京市西城区茶缘茶城西广场3号(近马连道家乐福)","(010)51809870","购物;商铺","http://api.map.baidu.com/place/detail?uid=e5d0f6de7c0f2e6f99005069&output=html&source=placeapi_v2","1","","",""
193,"水聚缘茶楼","西客站北广场售票处西侧北一出站口地下一层","13501159828","美食;茶座","http://api.map.baidu.com/place/detail?uid=a0805dac9cd7e8a19ff779cf&output=html&source=placeapi_v2","24","","5",""
194,"吴裕泰茶莊","安乐林路10号楼1-1","010-87289350","购物;商铺","http://api.map.baidu.com/place/detail?uid=43b7e8899347476a59f6bee2&output=html&source=placeapi_v2","7","","",""
195,"圣云轩茶庄","金宝街8号(金宝汇对面)","(010)85694018","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd1466a2bb6589d9d6814&output=html&source=placeapi_v2","21","","5",""
196,"吴裕泰茶庄(金宝街店)","东城区朝阳门南小街20-20号","(010)85891030","购物;商铺","http://api.map.baidu.com/place/detail?uid=cb4fd14645accb589c9d6897&output=html&source=placeapi_v2","59","","3.9",""
197,"张一元茶庄(立汤路)","北七家镇大鸭梨烤鸭(北七家店)","(010)69750951","购物;商铺","http://api.map.baidu.com/place/detail?uid=f5c94c21ab01dddeeb56fa5e&output=html&source=placeapi_v2","4","","4.3",""
198,"吴裕泰(仁和茶庄)","顺于路前进花园石门苑17号楼","(010)61428870","购物;商铺","http://api.map.baidu.com/place/detail?uid=4cd79fec43e04d34f03cbaa0&output=html&source=placeapi_v2","3","","",""
199,"文新茶庄","朝阳区华威里28号(近河南大厦)","(010)51670399","美食;咖啡厅","http://api.map.baidu.com/place/detail?uid=101edc36cdd696d91f38943f&output=html&source=placeapi_v2","20","","3.3",""
200,"启元茶庄","西花市大街49号","67160941","公司企业","http://api.map.baidu.com/place/detail?uid=d9df52e370b7e9840aa8d48c&output=html&source=placeapi_v2","2","","",""
